species,location,ID,sex,reproduction,roost_name,roost_type,year,date_time,Tb,Ta
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 4:20,,12.579
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 4:30,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 4:40,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 4:50,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 5:00,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 5:10,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 5:20,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 5:30,,13.581
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 5:40,,14.082
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 5:50,,14.082
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 6:00,,14.082
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 6:10,,14.583
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 6:20,,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 6:30,,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 6:40,,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 6:50,,14.583
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 7:00,,14.583
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 7:10,,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 7:20,,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 7:30,,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 7:40,,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 7:50,,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 8:00,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 8:10,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 8:20,,16.586
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 8:30,,16.085
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 8:40,,16.085
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 8:50,,16.586
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 9:00,,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 9:10,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 9:20,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 9:30,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 9:40,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 9:50,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 10:00,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 10:10,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 10:20,,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 10:30,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 10:40,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 10:50,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 11:00,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 11:10,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 11:20,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 11:30,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 11:40,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 11:50,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 12:00,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 12:10,,19.589
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 12:20,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 12:30,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 12:40,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 12:50,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 13:00,,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 13:10,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 13:20,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 13:30,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 13:40,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 13:50,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 14:00,,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 14:10,,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 14:20,,16.586
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 14:30,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 14:40,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 14:50,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 15:00,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 15:10,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 15:20,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 15:30,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 15:40,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 15:50,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 16:00,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 16:10,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 16:20,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 16:30,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 16:40,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 16:50,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 17:00,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 17:10,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 17:20,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 17:30,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 17:40,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 17:50,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 18:00,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 18:10,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 18:20,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 18:30,,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 18:40,,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 18:50,,16.586
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 19:00,,16.085
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 19:10,,16.085
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 19:20,,16.085
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 19:30,,16.085
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 19:40,,15.584
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 19:50,,15.584
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 20:00,,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 20:10,,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 20:20,,14.583
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 20:30,,14.583
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 20:40,,14.082
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 20:50,,13.581
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 21:00,,13.581
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 21:10,,13.581
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 21:20,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 21:30,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 21:40,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 21:50,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 22:00,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 22:10,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 22:20,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 22:30,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 22:40,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 22:50,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 23:00,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 23:10,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 23:20,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 23:30,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 23:40,,12.579
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 23:50,,12.579
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,7/06/2020 0:00,,12.579
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,7/06/2020 0:10,,12.579
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,7/06/2020 0:20,,12.579
